영업일자,상품분류,상품명,판매수량
2021-05-17,식료,바닐라라떼(HOT),4
2021-05-17,식료,바닐라라떼(ICE),6
2021-05-17,식료,초코라떼(ICE),5
2021-05-17,식료,그린티라떼(HOT) ,1
2021-05-17,식료,흑당라떼(HOT),1
2021-05-17,식료,아이스티,1
2021-05-17,식료,자두주스(ICE),2
2021-05-17,식료,스위티자몽(ICE),2
2021-05-17,식료,청포도주스(ICE),7
2021-05-17,식료,아메리카노(HOT),27
2021-05-17,식료,아메리카노(ICE),31
2021-05-18,식료,카페라떼(HOT),4
2021-05-18,식료,카페라떼(ICE),3
2021-05-18,식료,카푸치노(HOT),2
2021-05-18,식료,바닐라라떼(HOT),1
2021-05-18,식료,바닐라라떼(ICE),3
2021-05-18,식료,카페모카(HOT),1
2021-05-18,식료,카페모카(ICE),1
2021-05-18,식료,초코라떼(HOT),1
2021-05-18,식료,초코라떼(ICE),3
2021-05-18,식료,그린티라떼(HOT) ,1
2021-05-18,식료,아이스티,4
2021-05-18,식료,자두주스(ICE),1
2021-05-18,식료,스위티자몽(HOT),2
2021-05-18,식료,스위티자몽(ICE),7
2021-05-18,식료,청포도주스(ICE),8
2021-05-18,식료,아메리카노(HOT),23
2021-05-18,식료,아메리카노(ICE),31
2021-05-19,식료,카페라떼(HOT),11
2021-05-19,식료,카페라떼(ICE),6
2021-05-19,식료,카푸치노(HOT),1
2021-05-19,식료,바닐라라떼(HOT),4
2021-05-19,식료,바닐라라떼(ICE),5
2021-05-19,식료,카페모카(HOT),2
2021-05-19,식료,초코라떼(HOT),3
2021-05-19,식료,초코라떼(ICE),2
2021-05-19,식료,흑당라떼(HOT),3
2021-05-19,식료,자두주스(ICE),1
2021-05-19,식료,스위티자몽(HOT),1
2021-05-19,식료,스위티자몽(ICE),2
2021-05-19,식료,청포도주스(ICE),7
2021-05-19,식료,아메리카노(HOT),25
2021-05-19,식료,아메리카노(ICE),27
2021-05-20,식료,카페라떼(HOT),6
2021-05-20,식료,카페라떼(ICE),5
2021-05-20,식료,카푸치노(HOT),1
2021-05-20,식료,바닐라라떼(HOT),2
2021-05-20,식료,바닐라라떼(ICE),2
2021-05-20,식료,카페모카(HOT),1
2021-05-20,식료,카페모카(ICE),1
2021-05-20,식료,초코라떼(ICE),3
2021-05-20,식료,아이스티,4
2021-05-20,식료,스위티자몽(ICE),3
2021-05-20,식료,청포도주스(ICE),4
2021-05-20,식료,아메리카노(HOT),25
2021-05-20,식료,아메리카노(ICE),17
2021-05-21,식료,카페라떼(HOT),5
2021-05-21,식료,카페라떼(ICE),3
2021-05-21,식료,카푸치노(HOT),3
2021-05-21,식료,바닐라라떼(HOT),3
2021-05-21,식료,바닐라라떼(ICE),1
2021-05-21,식료,초코라떼(HOT),2
2021-05-21,식료,초코라떼(ICE),1
2021-05-21,식료,흑당라떼(ICE),1
2021-05-21,식료,아이스티,1
2021-05-21,식료,자두주스(ICE),1
2021-05-21,식료,스위티자몽(HOT),1
2021-05-21,식료,스위티자몽(ICE),1
2021-05-21,식료,청포도주스(ICE),1
2021-05-21,식료,아메리카노(HOT),16
2021-05-21,식료,아메리카노(ICE),14
2021-05-22,식료,카페라떼(HOT),3
2021-05-22,식료,카페라떼(ICE),6
2021-05-22,식료,카푸치노(HOT),1
2021-05-22,식료,바닐라라떼(ICE),2
2021-05-22,식료,카페모카(HOT),1
2021-05-22,식료,카페모카(ICE),2
2021-05-22,식료,초코라떼(HOT),2
2021-05-22,식료,초코라떼(ICE),1
2021-05-22,식료,그린티라떼(HOT) ,1
2021-05-22,식료,흑당라떼(HOT),1
2021-05-22,식료,흑당라떼(ICE),1
2021-05-22,식료,아이스티,3
2021-05-22,식료,스위티자몽(HOT),1
2021-05-22,식료,청포도주스(ICE),4
2021-05-22,식료,아메리카노(HOT),15
2021-05-22,식료,아메리카노(ICE),23
2021-05-23,식료,카페라떼(HOT),2
2021-05-23,식료,카페라떼(ICE),1
2021-05-23,식료,카푸치노(HOT),1
2021-05-23,식료,바닐라라떼(HOT),2
2021-05-23,식료,바닐라라떼(ICE),3
2021-05-23,식료,카페모카(HOT),2
2021-05-23,식료,카페모카(ICE),2
2021-05-23,식료,초코라떼(HOT),1
2021-05-23,식료,초코라떼(ICE),1
2021-05-23,식료,흑당라떼(HOT),2
2021-05-23,식료,아이스티,4
2021-05-23,식료,자두주스(ICE),2
2021-05-23,식료,스위티자몽(HOT),2
2021-05-23,식료,스위티자몽(ICE),1
2021-05-23,식료,청포도주스(ICE),5
2021-05-23,식료,아메리카노(HOT),26
2021-05-23,식료,아메리카노(ICE),24
2021-05-24,식료,카페라떼(HOT),5
2021-05-24,식료,카페라떼(ICE),2
2021-05-24,식료,바닐라라떼(HOT),2
2021-05-24,식료,바닐라라떼(ICE),4
2021-05-24,식료,카페모카(HOT),1
2021-05-24,식료,카페모카(ICE),1
2021-05-24,식료,초코라떼(HOT),1
2021-05-24,식료,자두주스(ICE),1
2021-05-24,식료,스위티자몽(ICE),1
2021-05-24,식료,청포도주스(ICE),1
2021-05-24,식료,아메리카노(HOT),19
2021-05-24,식료,아메리카노(ICE),20
2021-05-25,식료,카페라떼(HOT),3
2021-05-25,식료,카페라떼(ICE),2
2021-05-25,식료,바닐라라떼(ICE),3
2021-05-25,식료,카페모카(HOT),1
2021-05-25,식료,카페모카(ICE),3
2021-05-25,식료,초코라떼(HOT),4
2021-05-25,식료,초코라떼(ICE),3
2021-05-25,식료,흑당라떼(HOT),4
2021-05-25,식료,흑당라떼(ICE),1
2021-05-25,식료,아이스티,2
2021-05-25,식료,자두주스(ICE),1
2021-05-25,식료,스위티자몽(HOT),1
2021-05-25,식료,스위티자몽(ICE),1
2021-05-25,식료,청포도주스(ICE),3
2021-05-25,식료,아메리카노(HOT),19
2021-05-25,식료,아메리카노(ICE),22
2021-05-26,식료,카페라떼(HOT),3
2021-05-26,식료,카푸치노(HOT),1
2021-05-26,식료,바닐라라떼(HOT),4
2021-05-26,식료,바닐라라떼(ICE),4
2021-05-26,식료,카페모카(HOT),1
2021-05-26,식료,초코라떼(ICE),3
2021-05-26,식료,그린티라떼(HOT) ,1
2021-05-26,식료,흑당라떼(HOT),1
2021-05-26,식료,스위티자몽(ICE),1
2021-05-26,식료,청포도주스(ICE),2
2021-05-26,식료,아메리카노(HOT),15
2021-05-26,식료,아메리카노(ICE),10
2021-05-27,식료,카페라떼(HOT),2
2021-05-27,식료,바닐라라떼(HOT),2
2021-05-27,식료,카페모카(HOT),1
2021-05-27,식료,아이스티,1
2021-05-27,식료,스위티자몽(ICE),1
2021-05-27,식료,청포도주스(ICE),1
2021-05-27,식료,아메리카노(HOT),21
2021-05-27,식료,아메리카노(ICE),14
2021-05-28,식료,카페라떼(HOT),2
2021-05-28,식료,카푸치노(HOT),1
2021-05-28,식료,바닐라라떼(HOT),4
2021-05-28,식료,바닐라라떼(ICE),2
2021-05-28,식료,카페모카(ICE),1
2021-05-28,식료,초코라떼(HOT),3
2021-05-28,식료,초코라떼(ICE),2
2021-05-28,식료,흑당라떼(HOT),1
2021-05-28,식료,청포도주스(ICE),3
2021-05-28,식료,아메리카노(HOT),21
2021-05-28,식료,아메리카노(ICE),18
2021-05-29,식료,카페라떼(HOT),4
2021-05-29,식료,카페라떼(ICE),2
2021-05-29,식료,바닐라라떼(HOT),3
2021-05-29,식료,카페모카(HOT),3
2021-05-29,식료,카페모카(ICE),1
2021-05-29,식료,초코라떼(HOT),3
2021-05-29,식료,그린티라떼(HOT) ,1
2021-05-29,식료,아이스티,2
2021-05-29,식료,자두주스(ICE),1
2021-05-29,식료,스위티자몽(ICE),3
2021-05-29,식료,청포도주스(ICE),5
2021-05-29,식료,아메리카노(HOT),24
2021-05-29,식료,아메리카노(ICE),14
2021-05-30,식료,카페라떼(HOT),5
2021-05-30,식료,카페라떼(ICE),4
2021-05-30,식료,카푸치노(HOT),1
2021-05-30,식료,바닐라라떼(HOT),5
2021-05-30,식료,바닐라라떼(ICE),5
2021-05-30,식료,카페모카(HOT),2
2021-05-30,식료,카페모카(ICE),1
2021-05-30,식료,초코라떼(HOT),4
2021-05-30,식료,초코라떼(ICE),5
2021-05-30,식료,그린티라떼(HOT) ,2
2021-05-30,식료,그린티라떼(ICE) ,2
2021-05-30,식료,흑당라떼(ICE),2
2021-05-30,식료,아이스티,2
2021-05-30,식료,스위티자몽(HOT),1
2021-05-30,식료,청포도주스(ICE),6
2021-05-30,식료,아메리카노(HOT),20
2021-05-30,식료,아메리카노(ICE),32
2021-05-31,식료,카페라떼(HOT),4
2021-05-31,식료,카페라떼(ICE),4
2021-05-31,식료,카푸치노(HOT),1
2021-05-31,식료,바닐라라떼(HOT),3
2021-05-31,식료,바닐라라떼(ICE),1
2021-05-31,식료,카페모카(ICE),1
2021-05-31,식료,초코라떼(HOT),1
2021-05-31,식료,초코라떼(ICE),4
2021-05-31,식료,그린티라떼(ICE) ,1
2021-05-31,식료,아이스티,1
2021-05-31,식료,자두주스(ICE),1
2021-05-31,식료,청포도주스(ICE),1
2021-05-31,식료,아메리카노(HOT),18
2021-05-31,식료,아메리카노(ICE),15
2021-06-01,식료,카페라떼(HOT),6
2021-06-01,식료,카페라떼(ICE),1
2021-06-01,식료,바닐라라떼(HOT),1
2021-06-01,식료,바닐라라떼(ICE),1
2021-06-01,식료,카페모카(HOT),1
2021-06-01,식료,카페모카(ICE),1
2021-06-01,식료,초코라떼(HOT),2
2021-06-01,식료,초코라떼(ICE),4
2021-06-01,식료,흑당라떼(HOT),1
2021-06-01,식료,흑당라떼(ICE),1
2021-06-01,식료,아이스티,1
2021-06-01,식료,자두주스(ICE),2
2021-06-01,식료,스위티자몽(ICE),2
2021-06-01,식료,청포도주스(ICE),1
2021-06-01,식료,아메리카노(HOT),19
2021-06-01,식료,아메리카노(ICE),23
2021-06-02,식료,카페라떼(HOT),8
2021-06-02,식료,바닐라라떼(HOT),2
2021-06-02,식료,바닐라라떼(ICE),1
2021-06-02,식료,카페모카(ICE),1
2021-06-02,식료,초코라떼(HOT),2
2021-06-02,식료,초코라떼(ICE),1
2021-06-02,식료,그린티라떼(HOT) ,2
2021-06-02,식료,그린티라떼(ICE) ,1
2021-06-02,식료,흑당라떼(ICE),1
2021-06-02,식료,아이스티,2
2021-06-02,식료,스위티자몽(HOT),1
2021-06-02,식료,스위티자몽(ICE),3
2021-06-02,식료,청포도주스(ICE),2
2021-06-02,식료,아메리카노(HOT),15
2021-06-02,식료,아메리카노(ICE),26
2021-06-03,식료,카페라떼(HOT),5
2021-06-03,식료,카푸치노(HOT),1
2021-06-03,식료,바닐라라떼(HOT),2
2021-06-03,식료,바닐라라떼(ICE),2
2021-06-03,식료,카페모카(HOT),3
2021-06-03,식료,카페모카(ICE),1
2021-06-03,식료,초코라떼(HOT),1
2021-06-03,식료,초코라떼(ICE),2
2021-06-03,식료,흑당라떼(HOT),2
2021-06-03,식료,흑당라떼(ICE),4
2021-06-03,식료,아이스티,2
2021-06-03,식료,자두주스(ICE),3
2021-06-03,식료,스위티자몽(HOT),1
2021-06-03,식료,스위티자몽(ICE),1
2021-06-03,식료,청포도주스(ICE),3
2021-06-03,식료,아메리카노(HOT),25
2021-06-03,식료,아메리카노(ICE),20
2021-06-04,식료,바닐라라떼(HOT),2
2021-06-04,식료,바닐라라떼(ICE),3
2021-06-04,식료,초코라떼(HOT),2
2021-06-04,식료,초코라떼(ICE),2
2021-06-04,식료,흑당라떼(ICE),1
2021-06-04,식료,아이스티,1
2021-06-04,식료,스위티자몽(ICE),1
2021-06-04,식료,청포도주스(ICE),4
2021-06-04,식료,아메리카노(HOT),23
2021-06-04,식료,아메리카노(ICE),21
2021-06-05,식료,카페라떼(HOT),7
2021-06-05,식료,카페라떼(ICE),6
2021-06-05,식료,카푸치노(HOT),1
2021-06-05,식료,바닐라라떼(ICE),6
2021-06-05,식료,카페모카(HOT),2
2021-06-05,식료,카페모카(ICE),3
2021-06-05,식료,초코라떼(HOT),3
2021-06-05,식료,초코라떼(ICE),4
2021-06-05,식료,그린티라떼(HOT) ,2
2021-06-05,식료,그린티라떼(ICE) ,2
2021-06-05,식료,흑당라떼(ICE),2
2021-06-05,식료,아이스티,2
2021-06-05,식료,자두주스(ICE),3
2021-06-05,식료,스위티자몽(HOT),1
2021-06-05,식료,스위티자몽(ICE),3
2021-06-05,식료,청포도주스(ICE),13
2021-06-05,식료,아메리카노(HOT),18
2021-06-05,식료,아메리카노(ICE),34
2021-06-06,식료,카페라떼(HOT),8
2021-06-06,식료,카페라떼(ICE),5
2021-06-06,식료,카푸치노(HOT),1
2021-06-06,식료,바닐라라떼(HOT),3
2021-06-06,식료,바닐라라떼(ICE),2
2021-06-06,식료,카페모카(HOT),3
2021-06-06,식료,카페모카(ICE),3
2021-06-06,식료,초코라떼(HOT),1
2021-06-06,식료,초코라떼(ICE),6
2021-06-06,식료,흑당라떼(HOT),1
2021-06-06,식료,흑당라떼(ICE),3
2021-06-06,식료,아이스티,2
2021-06-06,식료,자두주스(ICE),1
2021-06-06,식료,스위티자몽(ICE),1
2021-06-06,식료,청포도주스(ICE),13
2021-06-06,식료,아메리카노(HOT),14
2021-06-06,식료,아메리카노(ICE),35
2021-06-07,식료,카페라떼(HOT),3
2021-06-07,식료,카페라떼(ICE),2
2021-06-07,식료,바닐라라떼(HOT),3
2021-06-07,식료,바닐라라떼(ICE),3
2021-06-07,식료,카페모카(HOT),2
2021-06-07,식료,카페모카(ICE),2
2021-06-07,식료,초코라떼(HOT),1
2021-06-07,식료,초코라떼(ICE),3
2021-06-07,식료,아이스티,2
2021-06-07,식료,자두주스(ICE),3
2021-06-07,식료,스위티자몽(ICE),2
2021-06-07,식료,청포도주스(ICE),2
2021-06-07,식료,아메리카노(HOT),18
2021-06-07,식료,아메리카노(ICE),20
2021-06-08,식료,카페라떼(HOT),4
2021-06-08,식료,카페라떼(ICE),2
2021-06-08,식료,바닐라라떼(ICE),4
2021-06-08,식료,카페모카(ICE),3
2021-06-08,식료,초코라떼(HOT),2
2021-06-08,식료,초코라떼(ICE),3
2021-06-08,식료,그린티라떼(HOT) ,1
2021-06-08,식료,그린티라떼(ICE) ,1
2021-06-08,식료,흑당라떼(ICE),1
2021-06-08,식료,아이스티,2
2021-06-08,식료,자두주스(ICE),2
2021-06-08,식료,스위티자몽(ICE),2
2021-06-08,식료,아메리카노(HOT),16
2021-06-08,식료,아메리카노(ICE),29
2021-06-09,식료,카페라떼(HOT),1
2021-06-09,식료,카페라떼(ICE),1
2021-06-09,식료,바닐라라떼(HOT),3
2021-06-09,식료,카페모카(ICE),2
2021-06-09,식료,초코라떼(HOT),1
2021-06-09,식료,초코라떼(ICE),2
2021-06-09,식료,흑당라떼(HOT),2
2021-06-09,식료,아이스티,1
2021-06-09,식료,자두주스(ICE),5
2021-06-09,식료,청포도주스(ICE),3
2021-06-09,식료,아메리카노(HOT),10
2021-06-09,식료,아메리카노(ICE),20
2021-06-10,식료,카페라떼(HOT),3
2021-06-10,식료,카페라떼(ICE),3
2021-06-10,식료,카푸치노(HOT),1
2021-06-10,식료,바닐라라떼(HOT),4
2021-06-10,식료,바닐라라떼(ICE),1
2021-06-10,식료,카페모카(HOT),1
2021-06-10,식료,초코라떼(ICE),2
2021-06-10,식료,그린티라떼(ICE) ,1
2021-06-10,식료,자두주스(ICE),2
2021-06-10,식료,스위티자몽(HOT),3
2021-06-10,식료,스위티자몽(ICE),2
2021-06-10,식료,아메리카노(HOT),17
2021-06-10,식료,아메리카노(ICE),22
2021-06-11,식료,카페라떼(HOT),5
2021-06-11,식료,카페라떼(ICE),1
2021-06-11,식료,카푸치노(HOT),1
2021-06-11,식료,바닐라라떼(HOT),3
2021-06-11,식료,바닐라라떼(ICE),2
2021-06-11,식료,카페모카(HOT),2
2021-06-11,식료,카페모카(ICE),1
2021-06-11,식료,초코라떼(ICE),1
2021-06-11,식료,그린티라떼(ICE) ,2
2021-06-11,식료,흑당라떼(HOT),3
2021-06-11,식료,흑당라떼(ICE),1
2021-06-11,식료,아이스티,2
2021-06-11,식료,자두주스(ICE),1
2021-06-11,식료,청포도주스(ICE),1
2021-06-11,식료,아메리카노(HOT),9
2021-06-11,식료,아메리카노(ICE),9
2021-06-12,식료,카페라떼(HOT),1
2021-06-12,식료,카페라떼(ICE),7
2021-06-12,식료,카푸치노(HOT),1
2021-06-12,식료,바닐라라떼(HOT),3
2021-06-12,식료,바닐라라떼(ICE),3
2021-06-12,식료,카페모카(HOT),2
2021-06-12,식료,카페모카(ICE),4
2021-06-12,식료,초코라떼(ICE),2
2021-06-12,식료,흑당라떼(HOT),1
2021-06-12,식료,아이스티,1
2021-06-12,식료,자두주스(ICE),2
2021-06-12,식료,스위티자몽(HOT),2
2021-06-12,식료,스위티자몽(ICE),5
2021-06-12,식료,청포도주스(ICE),12
2021-06-12,식료,아메리카노(HOT),24
2021-06-12,식료,아메리카노(ICE),27
2021-06-13,식료,카페라떼(HOT),4
2021-06-13,식료,카페라떼(ICE),2
2021-06-13,식료,카푸치노(HOT),2
2021-06-13,식료,바닐라라떼(HOT),2
2021-06-13,식료,바닐라라떼(ICE),4
2021-06-13,식료,카페모카(HOT),2
2021-06-13,식료,카페모카(ICE),2
2021-06-13,식료,초코라떼(ICE),2
2021-06-13,식료,그린티라떼(ICE) ,1
2021-06-13,식료,흑당라떼(ICE),2
2021-06-13,식료,아이스티,1
2021-06-13,식료,자두주스(ICE),1
2021-06-13,식료,스위티자몽(HOT),4
2021-06-13,식료,스위티자몽(ICE),1
2021-06-13,식료,청포도주스(ICE),4
2021-06-13,식료,아메리카노(HOT),18
2021-06-13,식료,아메리카노(ICE),27
2021-06-14,식료,카페라떼(HOT),3
2021-06-14,식료,카페라떼(ICE),2
2021-06-14,식료,바닐라라떼(HOT),1
2021-06-14,식료,바닐라라떼(ICE),4
2021-06-14,식료,카페모카(HOT),1
2021-06-14,식료,초코라떼(ICE),1
2021-06-14,식료,그린티라떼(ICE) ,1
2021-06-14,식료,아이스티,2
2021-06-14,식료,자두주스(ICE),1
2021-06-14,식료,청포도주스(ICE),2
2021-06-14,식료,아메리카노(HOT),16
2021-06-14,식료,아메리카노(ICE),21
2021-06-15,식료,카페라떼(HOT),2
2021-06-15,식료,카페라떼(ICE),2
2021-06-15,식료,카푸치노(HOT),1
2021-06-15,식료,바닐라라떼(HOT),3
2021-06-15,식료,바닐라라떼(ICE),4
2021-06-15,식료,카페모카(HOT),2
2021-06-15,식료,초코라떼(HOT),2
2021-06-15,식료,초코라떼(ICE),2
2021-06-15,식료,흑당라떼(HOT),2
2021-06-15,식료,아이스티,2
2021-06-15,식료,자두주스(ICE),1
2021-06-15,식료,청포도주스(ICE),2
2021-06-15,식료,아메리카노(HOT),21
2021-06-15,식료,아메리카노(ICE),28
2021-06-16,식료,카페라떼(HOT),5
2021-06-16,식료,카페라떼(ICE),4
2021-06-16,식료,카푸치노(HOT),1
2021-06-16,식료,바닐라라떼(HOT),2
2021-06-16,식료,바닐라라떼(ICE),2
2021-06-16,식료,카페모카(HOT),1
2021-06-16,식료,초코라떼(HOT),3
2021-06-16,식료,초코라떼(ICE),1
2021-06-16,식료,그린티라떼(HOT) ,2
2021-06-16,식료,흑당라떼(HOT),1
2021-06-16,식료,흑당라떼(ICE),2
2021-06-16,식료,자두주스(ICE),2
2021-06-16,식료,스위티자몽(ICE),1
2021-06-16,식료,청포도주스(ICE),3
2021-06-16,식료,아메리카노(HOT),22
2021-06-16,식료,아메리카노(ICE),17
2021-06-17,식료,카페라떼(HOT),5
2021-06-17,식료,카페라떼(ICE),5
2021-06-17,식료,카푸치노(HOT),2
2021-06-17,식료,바닐라라떼(HOT),4
2021-06-17,식료,바닐라라떼(ICE),4
2021-06-17,식료,카페모카(HOT),2
2021-06-17,식료,카페모카(ICE),1
2021-06-17,식료,초코라떼(ICE),4
2021-06-17,식료,그린티라떼(HOT) ,1
2021-06-17,식료,그린티라떼(ICE) ,1
2021-06-17,식료,흑당라떼(HOT),1
2021-06-17,식료,흑당라떼(ICE),3
2021-06-17,식료,아이스티,1
2021-06-17,식료,스위티자몽(ICE),1
2021-06-17,식료,청포도주스(ICE),3
2021-06-17,식료,아메리카노(HOT),17
2021-06-17,식료,아메리카노(ICE),17
2021-06-18,식료,카페라떼(HOT),4
2021-06-18,식료,카페라떼(ICE),3
2021-06-18,식료,카푸치노(HOT),1
2021-06-18,식료,바닐라라떼(HOT),1
2021-06-18,식료,바닐라라떼(ICE),6
2021-06-18,식료,카페모카(ICE),3
2021-06-18,식료,초코라떼(ICE),1
2021-06-18,식료,그린티라떼(HOT) ,1
2021-06-18,식료,흑당라떼(ICE),3
2021-06-18,식료,아이스티,2
2021-06-18,식료,자두주스(ICE),1
2021-06-18,식료,스위티자몽(HOT),2
2021-06-18,식료,청포도주스(ICE),3
2021-06-18,식료,아메리카노(HOT),23
2021-06-18,식료,아메리카노(ICE),18
2021-06-19,식료,카페라떼(HOT),9
2021-06-19,식료,카페라떼(ICE),4
2021-06-19,식료,카푸치노(HOT),1
2021-06-19,식료,바닐라라떼(HOT),4
2021-06-19,식료,바닐라라떼(ICE),5
2021-06-19,식료,카페모카(HOT),4
2021-06-19,식료,카페모카(ICE),3
2021-06-19,식료,초코라떼(HOT),1
2021-06-19,식료,초코라떼(ICE),7
2021-06-19,식료,그린티라떼(HOT) ,1
2021-06-19,식료,그린티라떼(ICE) ,1
2021-06-19,식료,흑당라떼(HOT),2
2021-06-19,식료,흑당라떼(ICE),5
2021-06-19,식료,아이스티,1
2021-06-19,식료,스위티자몽(HOT),1
2021-06-19,식료,스위티자몽(ICE),3
2021-06-19,식료,청포도주스(ICE),5
2021-06-19,식료,아메리카노(HOT),19
2021-06-19,식료,아메리카노(ICE),42
2021-06-20,식료,카페라떼(ICE),2
2021-06-20,식료,바닐라라떼(HOT),2
2021-06-20,식료,아이스티,4
2021-06-20,식료,자두주스(ICE),3
2021-06-20,식료,스위티자몽(HOT),3
2021-06-20,식료,스위티자몽(ICE),4
2021-06-20,식료,청포도주스(ICE),7
2021-06-20,식료,아메리카노(HOT),12
2021-06-20,식료,아메리카노(ICE),35
2021-06-21,식료,카페라떼(HOT),3
2021-06-21,식료,카페라떼(ICE),2
2021-06-21,식료,바닐라라떼(HOT),1
2021-06-21,식료,바닐라라떼(ICE),1
2021-06-21,식료,흑당라떼(HOT),3
2021-06-21,식료,흑당라떼(ICE),1
2021-06-21,식료,자두주스(ICE),1
2021-06-21,식료,청포도주스(ICE),2
2021-06-21,식료,아메리카노(HOT),14
2021-06-21,식료,아메리카노(ICE),17
2021-06-22,식료,카페라떼(HOT),4
2021-06-22,식료,카페라떼(ICE),3
2021-06-22,식료,바닐라라떼(HOT),1
2021-06-22,식료,바닐라라떼(ICE),1
2021-06-22,식료,카페모카(HOT),1
2021-06-22,식료,카페모카(ICE),1
2021-06-22,식료,초코라떼(HOT),6
2021-06-22,식료,초코라떼(ICE),1
2021-06-22,식료,그린티라떼(HOT) ,1
2021-06-22,식료,흑당라떼(HOT),3
2021-06-22,식료,흑당라떼(ICE),1
2021-06-22,식료,아이스티,1
2021-06-22,식료,스위티자몽(ICE),6
2021-06-22,식료,청포도주스(ICE),5
2021-06-22,식료,아메리카노(HOT),27
2021-06-22,식료,아메리카노(ICE),21
2021-06-23,식료,카페라떼(HOT),4
2021-06-23,식료,카페라떼(ICE),1
2021-06-23,식료,카푸치노(HOT),1
2021-06-23,식료,바닐라라떼(HOT),3
2021-06-23,식료,바닐라라떼(ICE),3
2021-06-23,식료,카페모카(HOT),1
2021-06-23,식료,카페모카(ICE),1
2021-06-23,식료,초코라떼(HOT),1
2021-06-23,식료,초코라떼(ICE),1
2021-06-23,식료,그린티라떼(HOT) ,1
2021-06-23,식료,흑당라떼(HOT),2
2021-06-23,식료,아이스티,1
2021-06-23,식료,자두주스(ICE),1
2021-06-23,식료,스위티자몽(HOT),3
2021-06-23,식료,청포도주스(ICE),1
2021-06-23,식료,아메리카노(HOT),32
2021-06-23,식료,아메리카노(ICE),18
2021-06-24,식료,카페라떼(HOT),3
2021-06-24,식료,카페라떼(ICE),4
2021-06-24,식료,카푸치노(HOT),1
2021-06-24,식료,바닐라라떼(HOT),2
2021-06-24,식료,바닐라라떼(ICE),4
2021-06-24,식료,카페모카(HOT),2
2021-06-24,식료,초코라떼(HOT),2
2021-06-24,식료,그린티라떼(HOT) ,1
2021-06-24,식료,그린티라떼(ICE) ,1
2021-06-24,식료,흑당라떼(HOT),1
2021-06-24,식료,흑당라떼(ICE),1
2021-06-24,식료,아이스티,2
2021-06-24,식료,스위티자몽(HOT),1
2021-06-24,식료,스위티자몽(ICE),3
2021-06-24,식료,청포도주스(ICE),8
2021-06-24,식료,아메리카노(HOT),31
2021-06-24,식료,아메리카노(ICE),32
2021-06-25,식료,카페라떼(HOT),3
2021-06-25,식료,카페라떼(ICE),4
2021-06-25,식료,바닐라라떼(HOT),1
2021-06-25,식료,바닐라라떼(ICE),1
2021-06-25,식료,카페모카(HOT),1
2021-06-25,식료,초코라떼(ICE),1
2021-06-25,식료,그린티라떼(HOT) ,2
2021-06-25,식료,흑당라떼(HOT),3
2021-06-25,식료,자두주스(ICE),2
2021-06-25,식료,스위티자몽(HOT),1
2021-06-25,식료,스위티자몽(ICE),1
2021-06-25,식료,청포도주스(ICE),6
2021-06-25,식료,아메리카노(HOT),14
2021-06-25,식료,아메리카노(ICE),14
2021-06-26,식료,카페라떼(HOT),10
2021-06-26,식료,카페라떼(ICE),2
2021-06-26,식료,카푸치노(HOT),2
2021-06-26,식료,바닐라라떼(HOT),5
2021-06-26,식료,바닐라라떼(ICE),10
2021-06-26,식료,카페모카(HOT),1
2021-06-26,식료,카페모카(ICE),1
2021-06-26,식료,초코라떼(HOT),1
2021-06-26,식료,초코라떼(ICE),5
2021-06-26,식료,그린티라떼(HOT) ,3
2021-06-26,식료,그린티라떼(ICE) ,1
2021-06-26,식료,흑당라떼(HOT),1
2021-06-26,식료,흑당라떼(ICE),1
2021-06-26,식료,아이스티,3
2021-06-26,식료,자두주스(ICE),4
2021-06-26,식료,스위티자몽(ICE),6
2021-06-26,식료,청포도주스(ICE),12
2021-06-26,식료,아메리카노(HOT),34
2021-06-26,식료,아메리카노(ICE),42
2021-06-27,식료,카페라떼(HOT),2
2021-06-27,식료,카페라떼(ICE),7
2021-06-27,식료,카푸치노(HOT),1
2021-06-27,식료,바닐라라떼(HOT),4
2021-06-27,식료,바닐라라떼(ICE),5
2021-06-27,식료,카페모카(ICE),1
2021-06-27,식료,초코라떼(HOT),3
2021-06-27,식료,초코라떼(ICE),5
2021-06-27,식료,흑당라떼(ICE),5
2021-06-27,식료,아이스티,3
2021-06-27,식료,자두주스(ICE),3
2021-06-27,식료,스위티자몽(HOT),2
2021-06-27,식료,스위티자몽(ICE),6
2021-06-27,식료,청포도주스(ICE),7
2021-06-27,식료,아메리카노(HOT),32
2021-06-27,식료,아메리카노(ICE),53
2021-06-28,식료,카페라떼(HOT),3
2021-06-28,식료,카페라떼(ICE),7
2021-06-28,식료,카푸치노(HOT),2
2021-06-28,식료,바닐라라떼(HOT),3
2021-06-28,식료,바닐라라떼(ICE),2
2021-06-28,식료,카페모카(ICE),1
2021-06-28,식료,초코라떼(HOT),2
2021-06-28,식료,초코라떼(ICE),3
2021-06-28,식료,흑당라떼(HOT),1
2021-06-28,식료,아이스티,1
2021-06-28,식료,자두주스(ICE),1
2021-06-28,식료,스위티자몽(HOT),1
2021-06-28,식료,스위티자몽(ICE),3
2021-06-28,식료,청포도주스(ICE),10
2021-06-28,식료,아메리카노(HOT),22
2021-06-28,식료,아메리카노(ICE),15
2021-06-29,식료,카페라떼(HOT),4
2021-06-29,식료,카페라떼(ICE),7
