영업일자,상품분류,상품명,판매수량
2021-08-11,식료,아메리카노(HOT),30
2021-08-11,식료,아메리카노(ICE),35
2021-08-12,식료,카페라떼(HOT),1
2021-08-12,식료,카페라떼(ICE),9
2021-08-12,식료,바닐라라떼(HOT),4
2021-08-12,식료,바닐라라떼(ICE),5
2021-08-12,식료,카페모카(HOT),3
2021-08-12,식료,카페모카(ICE),3
2021-08-12,식료,초코라떼(HOT),2
2021-08-12,식료,초코라떼(ICE),4
2021-08-12,식료,그린티라떼(ICE) ,2
2021-08-12,식료,흑당라떼(ICE),6
2021-08-12,식료,아이스티,3
2021-08-12,식료,자두주스(ICE),1
2021-08-12,식료,스위티자몽(ICE),2
2021-08-12,식료,청포도주스(ICE),2
2021-08-12,식료,아메리카노(HOT),23
2021-08-12,식료,아메리카노(ICE),28
2021-08-13,식료,카페라떼(HOT),6
2021-08-13,식료,카페라떼(ICE),8
2021-08-13,식료,카푸치노(HOT),1
2021-08-13,식료,바닐라라떼(HOT),3
2021-08-13,식료,바닐라라떼(ICE),6
2021-08-13,식료,카페모카(HOT),4
2021-08-13,식료,초코라떼(HOT),3
2021-08-13,식료,초코라떼(ICE),6
2021-08-13,식료,그린티라떼(HOT) ,1
2021-08-13,식료,그린티라떼(ICE) ,3
2021-08-13,식료,흑당라떼(HOT),2
2021-08-13,식료,흑당라떼(ICE),5
2021-08-13,식료,아이스티,1
2021-08-13,식료,스위티자몽(ICE),3
2021-08-13,식료,청포도주스(ICE),11
2021-08-13,식료,아메리카노(HOT),29
2021-08-13,식료,아메리카노(ICE),25
2021-08-14,식료,카페라떼(HOT),8
2021-08-14,식료,카페라떼(ICE),4
2021-08-14,식료,바닐라라떼(HOT),7
2021-08-14,식료,바닐라라떼(ICE),6
2021-08-14,식료,카페모카(HOT),1
2021-08-14,식료,카페모카(ICE),4
2021-08-14,식료,초코라떼(HOT),3
2021-08-14,식료,초코라떼(ICE),3
2021-08-14,식료,그린티라떼(HOT) ,1
2021-08-14,식료,그린티라떼(ICE) ,2
2021-08-14,식료,흑당라떼(HOT),2
2021-08-14,식료,흑당라떼(ICE),5
2021-08-14,식료,아이스티,8
2021-08-14,식료,자두주스(ICE),2
2021-08-14,식료,스위티자몽(HOT),2
2021-08-14,식료,스위티자몽(ICE),4
2021-08-14,식료,청포도주스(ICE),6
2021-08-14,식료,아메리카노(HOT),32
2021-08-14,식료,아메리카노(ICE),32
2021-08-15,식료,카페라떼(HOT),7
2021-08-15,식료,카페라떼(ICE),8
2021-08-15,식료,바닐라라떼(HOT),2
2021-08-15,식료,바닐라라떼(ICE),2
2021-08-15,식료,카페모카(HOT),1
2021-08-15,식료,카페모카(ICE),4
2021-08-15,식료,초코라떼(HOT),1
2021-08-15,식료,초코라떼(ICE),6
2021-08-15,식료,그린티라떼(HOT) ,2
2021-08-15,식료,흑당라떼(ICE),4
2021-08-15,식료,아이스티,4
2021-08-15,식료,자두주스(ICE),3
2021-08-15,식료,스위티자몽(HOT),2
2021-08-15,식료,스위티자몽(ICE),1
2021-08-15,식료,청포도주스(ICE),8
2021-08-15,식료,아메리카노(HOT),33
2021-08-15,식료,아메리카노(ICE),48
2021-08-16,식료,카페라떼(HOT),1
2021-08-16,식료,카페라떼(ICE),3
2021-08-16,식료,카푸치노(HOT),2
2021-08-16,식료,바닐라라떼(HOT),2
2021-08-16,식료,바닐라라떼(ICE),1
2021-08-16,식료,초코라떼(ICE),2
2021-08-16,식료,흑당라떼(ICE),3
2021-08-16,식료,아이스티,2
2021-08-16,식료,자두주스(ICE),2
2021-08-16,식료,스위티자몽(ICE),2
2021-08-16,식료,청포도주스(ICE),8
2021-08-16,식료,아메리카노(HOT),8
2021-08-16,식료,아메리카노(ICE),17
2021-08-17,식료,카페라떼(HOT),2
2021-08-17,식료,카페라떼(ICE),1
2021-08-17,식료,바닐라라떼(ICE),1
2021-08-17,식료,카페모카(ICE),2
2021-08-17,식료,초코라떼(ICE),1
2021-08-17,식료,청포도주스(ICE),5
2021-08-17,식료,아메리카노(HOT),6
2021-08-17,식료,아메리카노(ICE),3
2021-08-18,식료,카페라떼(HOT),3
2021-08-18,식료,카페라떼(ICE),3
2021-08-18,식료,바닐라라떼(HOT),1
2021-08-18,식료,바닐라라떼(ICE),1
2021-08-18,식료,카페모카(HOT),2
2021-08-18,식료,카페모카(ICE),1
2021-08-18,식료,초코라떼(ICE),1
2021-08-18,식료,그린티라떼(ICE) ,3
2021-08-18,식료,흑당라떼(HOT),1
2021-08-18,식료,흑당라떼(ICE),1
2021-08-18,식료,아이스티,1
2021-08-18,식료,스위티자몽(ICE),1
2021-08-18,식료,청포도주스(ICE),2
2021-08-18,식료,아메리카노(HOT),9
2021-08-18,식료,아메리카노(ICE),13
2021-08-19,식료,카페라떼(HOT),2
2021-08-19,식료,카페라떼(ICE),4
2021-08-19,식료,바닐라라떼(HOT),4
2021-08-19,식료,바닐라라떼(ICE),5
2021-08-19,식료,카페모카(HOT),3
2021-08-19,식료,카페모카(ICE),2
2021-08-19,식료,초코라떼(ICE),1
2021-08-19,식료,그린티라떼(HOT) ,2
2021-08-19,식료,그린티라떼(ICE) ,2
2021-08-19,식료,흑당라떼(HOT),1
2021-08-19,식료,아이스티,3
2021-08-19,식료,자두주스(ICE),1
2021-08-19,식료,스위티자몽(HOT),3
2021-08-19,식료,스위티자몽(ICE),1
2021-08-19,식료,청포도주스(ICE),3
2021-08-19,식료,아메리카노(HOT),27
2021-08-19,식료,아메리카노(ICE),28
2021-08-20,식료,카페라떼(HOT),6
2021-08-20,식료,카페라떼(ICE),7
2021-08-20,식료,카푸치노(HOT),2
2021-08-20,식료,바닐라라떼(HOT),3
2021-08-20,식료,바닐라라떼(ICE),6
2021-08-20,식료,카페모카(HOT),1
2021-08-20,식료,초코라떼(HOT),1
2021-08-20,식료,초코라떼(ICE),1
2021-08-20,식료,그린티라떼(HOT) ,1
2021-08-20,식료,그린티라떼(ICE) ,1
2021-08-20,식료,흑당라떼(HOT),2
2021-08-20,식료,흑당라떼(ICE),4
2021-08-20,식료,아이스티,5
2021-08-20,식료,자두주스(ICE),2
2021-08-20,식료,스위티자몽(HOT),2
2021-08-20,식료,스위티자몽(ICE),7
2021-08-20,식료,청포도주스(ICE),8
2021-08-20,식료,아메리카노(HOT),33
2021-08-20,식료,아메리카노(ICE),70
2021-08-21,식료,카페라떼(HOT),6
2021-08-21,식료,카페라떼(ICE),6
2021-08-21,식료,카푸치노(HOT),4
2021-08-21,식료,바닐라라떼(HOT),3
2021-08-21,식료,바닐라라떼(ICE),6
2021-08-21,식료,카페모카(HOT),1
2021-08-21,식료,카페모카(ICE),1
2021-08-21,식료,초코라떼(HOT),2
2021-08-21,식료,초코라떼(ICE),4
2021-08-21,식료,그린티라떼(HOT) ,1
2021-08-21,식료,그린티라떼(ICE) ,3
2021-08-21,식료,흑당라떼(HOT),2
2021-08-21,식료,흑당라떼(ICE),4
2021-08-21,식료,아이스티,3
2021-08-21,식료,자두주스(ICE),4
2021-08-21,식료,스위티자몽(HOT),1
2021-08-21,식료,스위티자몽(ICE),4
2021-08-21,식료,청포도주스(ICE),5
2021-08-21,식료,아메리카노(HOT),28
2021-08-21,식료,아메리카노(ICE),53
2021-08-22,식료,카페라떼(HOT),10
2021-08-22,식료,카페라떼(ICE),8
2021-08-22,식료,카푸치노(HOT),3
2021-08-22,식료,바닐라라떼(HOT),7
2021-08-22,식료,바닐라라떼(ICE),6
2021-08-22,식료,카페모카(HOT),5
2021-08-22,식료,카페모카(ICE),2
2021-08-22,식료,초코라떼(HOT),2
2021-08-22,식료,초코라떼(ICE),7
2021-08-22,식료,그린티라떼(ICE) ,1
2021-08-22,식료,흑당라떼(ICE),2
2021-08-22,식료,아이스티,2
2021-08-22,식료,자두주스(ICE),3
2021-08-22,식료,스위티자몽(HOT),2
2021-08-22,식료,스위티자몽(ICE),3
2021-08-22,식료,청포도주스(ICE),2
2021-08-22,식료,아메리카노(HOT),30
2021-08-22,식료,아메리카노(ICE),42
2021-08-23,식료,카페라떼(HOT),4
2021-08-23,식료,카페라떼(ICE),3
2021-08-23,식료,카푸치노(HOT),4
2021-08-23,식료,바닐라라떼(HOT),3
2021-08-23,식료,바닐라라떼(ICE),4
2021-08-23,식료,카페모카(HOT),3
2021-08-23,식료,카페모카(ICE),6
2021-08-23,식료,초코라떼(ICE),3
2021-08-23,식료,그린티라떼(ICE) ,2
2021-08-23,식료,흑당라떼(HOT),1
2021-08-23,식료,흑당라떼(ICE),3
2021-08-23,식료,아이스티,4
2021-08-23,식료,자두주스(ICE),3
2021-08-23,식료,스위티자몽(HOT),2
2021-08-23,식료,스위티자몽(ICE),1
2021-08-23,식료,청포도주스(ICE),3
2021-08-23,식료,아메리카노(HOT),22
2021-08-23,식료,아메리카노(ICE),47
2021-08-24,식료,카페라떼(HOT),7
2021-08-24,식료,카푸치노(HOT),1
2021-08-24,식료,바닐라라떼(ICE),7
2021-08-24,식료,카페모카(HOT),2
2021-08-24,식료,초코라떼(HOT),1
2021-08-24,식료,초코라떼(ICE),3
2021-08-24,식료,흑당라떼(HOT),1
2021-08-24,식료,흑당라떼(ICE),4
2021-08-24,식료,아이스티,3
2021-08-24,식료,자두주스(ICE),1
2021-08-24,식료,스위티자몽(HOT),2
2021-08-24,식료,청포도주스(ICE),3
2021-08-24,식료,아메리카노(HOT),15
2021-08-24,식료,아메리카노(ICE),30
2021-08-25,식료,카페라떼(HOT),4
2021-08-25,식료,카페라떼(ICE),3
2021-08-25,식료,카푸치노(HOT),2
2021-08-25,식료,바닐라라떼(HOT),2
2021-08-25,식료,바닐라라떼(ICE),5
2021-08-25,식료,카페모카(HOT),1
2021-08-25,식료,카페모카(ICE),4
2021-08-25,식료,초코라떼(ICE),2
2021-08-25,식료,흑당라떼(ICE),1
2021-08-25,식료,아이스티,2
2021-08-25,식료,스위티자몽(HOT),1
2021-08-25,식료,스위티자몽(ICE),5
2021-08-25,식료,청포도주스(ICE),1
2021-08-25,식료,아메리카노(HOT),15
2021-08-25,식료,아메리카노(ICE),17
2021-08-26,식료,카페라떼(HOT),4
2021-08-26,식료,카페라떼(ICE),3
2021-08-26,식료,카푸치노(HOT),1
2021-08-26,식료,바닐라라떼(HOT),2
2021-08-26,식료,바닐라라떼(ICE),6
2021-08-26,식료,카페모카(HOT),2
2021-08-26,식료,카페모카(ICE),3
2021-08-26,식료,초코라떼(HOT),3
2021-08-26,식료,초코라떼(ICE),1
2021-08-26,식료,그린티라떼(HOT) ,1
2021-08-26,식료,그린티라떼(ICE) ,3
2021-08-26,식료,흑당라떼(HOT),4
2021-08-26,식료,흑당라떼(ICE),2
2021-08-26,식료,아이스티,1
2021-08-26,식료,자두주스(ICE),2
2021-08-26,식료,스위티자몽(HOT),1
2021-08-26,식료,스위티자몽(ICE),3
2021-08-26,식료,청포도주스(ICE),2
2021-08-26,식료,아메리카노(HOT),28
2021-08-26,식료,아메리카노(ICE),25
2021-08-27,식료,카페라떼(HOT),4
2021-08-27,식료,카페라떼(ICE),5
2021-08-27,식료,카푸치노(HOT),4
2021-08-27,식료,바닐라라떼(ICE),5
2021-08-27,식료,카페모카(ICE),3
2021-08-27,식료,초코라떼(ICE),2
2021-08-27,식료,그린티라떼(HOT) ,1
2021-08-27,식료,그린티라떼(ICE) ,2
2021-08-27,식료,흑당라떼(ICE),3
2021-08-27,식료,아이스티,2
2021-08-27,식료,자두주스(ICE),3
2021-08-27,식료,스위티자몽(ICE),4
2021-08-27,식료,청포도주스(ICE),4
2021-08-27,식료,아메리카노(HOT),15
2021-08-27,식료,아메리카노(ICE),29
2021-08-28,식료,카페라떼(HOT),2
2021-08-28,식료,카페라떼(ICE),3
2021-08-28,식료,바닐라라떼(HOT),4
2021-08-28,식료,카페모카(HOT),1
2021-08-28,식료,카페모카(ICE),4
2021-08-28,식료,초코라떼(HOT),1
2021-08-28,식료,초코라떼(ICE),3
2021-08-28,식료,그린티라떼(HOT) ,1
2021-08-28,식료,그린티라떼(ICE) ,2
2021-08-28,식료,흑당라떼(HOT),1
2021-08-28,식료,흑당라떼(ICE),4
2021-08-28,식료,자두주스(ICE),4
2021-08-28,식료,스위티자몽(HOT),2
2021-08-28,식료,스위티자몽(ICE),6
2021-08-28,식료,청포도주스(ICE),11
2021-08-28,식료,아메리카노(HOT),41
2021-08-28,식료,아메리카노(ICE),31
2021-08-29,식료,카페라떼(HOT),4
2021-08-29,식료,카페라떼(ICE),5
2021-08-29,식료,카푸치노(HOT),2
2021-08-29,식료,바닐라라떼(HOT),7
2021-08-29,식료,바닐라라떼(ICE),7
2021-08-29,식료,카페모카(HOT),1
2021-08-29,식료,카페모카(ICE),4
2021-08-29,식료,초코라떼(HOT),1
2021-08-29,식료,초코라떼(ICE),3
2021-08-29,식료,그린티라떼(ICE) ,3
2021-08-29,식료,흑당라떼(HOT),4
2021-08-29,식료,흑당라떼(ICE),2
2021-08-29,식료,아이스티,2
2021-08-29,식료,자두주스(ICE),1
2021-08-29,식료,스위티자몽(HOT),2
2021-08-29,식료,스위티자몽(ICE),6
2021-08-29,식료,청포도주스(ICE),6
2021-08-29,식료,아메리카노(HOT),33
2021-08-29,식료,아메리카노(ICE),46
2021-08-30,식료,카페라떼(HOT),11
2021-08-30,식료,카페라떼(ICE),7
2021-08-30,식료,카푸치노(HOT),2
2021-08-30,식료,바닐라라떼(HOT),5
2021-08-30,식료,바닐라라떼(ICE),3
2021-08-30,식료,카페모카(HOT),4
2021-08-30,식료,카페모카(ICE),6
2021-08-30,식료,그린티라떼(HOT) ,2
2021-08-30,식료,그린티라떼(ICE) ,1
2021-08-30,식료,흑당라떼(HOT),1
2021-08-30,식료,흑당라떼(ICE),1
2021-08-30,식료,아이스티,1
2021-08-30,식료,자두주스(ICE),1
2021-08-30,식료,스위티자몽(HOT),3
2021-08-30,식료,스위티자몽(ICE),5
2021-08-30,식료,청포도주스(ICE),5
2021-08-30,식료,아메리카노(HOT),21
2021-08-30,식료,아메리카노(ICE),37
2021-08-31,식료,카페라떼(HOT),3
2021-08-31,식료,카페라떼(ICE),4
2021-08-31,식료,카푸치노(HOT),2
2021-08-31,식료,바닐라라떼(HOT),5
2021-08-31,식료,바닐라라떼(ICE),5
2021-08-31,식료,카페모카(HOT),7
2021-08-31,식료,카페모카(ICE),2
2021-08-31,식료,초코라떼(HOT),2
2021-08-31,식료,초코라떼(ICE),4
2021-08-31,식료,그린티라떼(HOT) ,1
2021-08-31,식료,그린티라떼(ICE) ,2
2021-08-31,식료,흑당라떼(ICE),7
2021-08-31,식료,아이스티,6
2021-08-31,식료,스위티자몽(HOT),3
2021-08-31,식료,청포도주스(ICE),3
2021-08-31,식료,아메리카노(HOT),29
2021-08-31,식료,아메리카노(ICE),30
2021-09-01,식료,카페라떼(HOT),9
2021-09-01,식료,카페라떼(ICE),2
2021-09-01,식료,카푸치노(HOT),2
2021-09-01,식료,바닐라라떼(HOT),9
2021-09-01,식료,바닐라라떼(ICE),5
2021-09-01,식료,카페모카(HOT),1
2021-09-01,식료,카페모카(ICE),2
2021-09-01,식료,초코라떼(HOT),2
2021-09-01,식료,초코라떼(ICE),4
2021-09-01,식료,그린티라떼(HOT) ,1
2021-09-01,식료,그린티라떼(ICE) ,1
2021-09-01,식료,흑당라떼(ICE),3
2021-09-01,식료,자두주스(ICE),1
2021-09-01,식료,스위티자몽(HOT),1
2021-09-01,식료,스위티자몽(ICE),1
2021-09-01,식료,청포도주스(ICE),2
2021-09-01,식료,아메리카노(HOT),26
2021-09-01,식료,아메리카노(ICE),33
2021-09-02,식료,카페라떼(HOT),4
2021-09-02,식료,카페라떼(ICE),4
2021-09-02,식료,카푸치노(HOT),2
2021-09-02,식료,바닐라라떼(HOT),3
2021-09-02,식료,바닐라라떼(ICE),2
2021-09-02,식료,카페모카(HOT),1
2021-09-02,식료,초코라떼(HOT),2
2021-09-02,식료,그린티라떼(HOT) ,1
2021-09-02,식료,흑당라떼(HOT),2
2021-09-02,식료,흑당라떼(ICE),2
2021-09-02,식료,아이스티,2
2021-09-02,식료,자두주스(ICE),1
2021-09-02,식료,스위티자몽(HOT),1
2021-09-02,식료,스위티자몽(ICE),1
2021-09-02,식료,청포도주스(ICE),2
2021-09-02,식료,아메리카노(HOT),31
2021-09-02,식료,아메리카노(ICE),32
2021-09-03,식료,카페라떼(HOT),4
2021-09-03,식료,카페라떼(ICE),2
2021-09-03,식료,카푸치노(HOT),1
2021-09-03,식료,바닐라라떼(HOT),4
2021-09-03,식료,바닐라라떼(ICE),6
2021-09-03,식료,카페모카(ICE),4
2021-09-03,식료,초코라떼(ICE),2
2021-09-03,식료,그린티라떼(ICE) ,1
2021-09-03,식료,흑당라떼(HOT),1
2021-09-03,식료,흑당라떼(ICE),1
2021-09-03,식료,아이스티,1
2021-09-03,식료,스위티자몽(HOT),2
2021-09-03,식료,청포도주스(ICE),1
2021-09-03,식료,아메리카노(HOT),24
2021-09-03,식료,아메리카노(ICE),39
2021-09-04,식료,카페라떼(HOT),6
2021-09-04,식료,바닐라라떼(HOT),11
2021-09-04,식료,바닐라라떼(ICE),5
2021-09-04,식료,카페모카(HOT),5
2021-09-04,식료,초코라떼(HOT),3
2021-09-04,식료,초코라떼(ICE),3
2021-09-04,식료,그린티라떼(HOT) ,2
2021-09-04,식료,그린티라떼(ICE) ,1
2021-09-04,식료,흑당라떼(HOT),4
2021-09-04,식료,흑당라떼(ICE),1
2021-09-04,식료,아이스티,2
2021-09-04,식료,자두주스(ICE),1
2021-09-04,식료,스위티자몽(HOT),2
2021-09-04,식료,스위티자몽(ICE),1
2021-09-04,식료,청포도주스(ICE),8
2021-09-04,식료,아메리카노(HOT),55
2021-09-04,식료,아메리카노(ICE),50
2021-09-05,식료,카페라떼(HOT),9
2021-09-05,식료,카페라떼(ICE),7
2021-09-05,식료,카푸치노(HOT),5
2021-09-05,식료,바닐라라떼(HOT),5
2021-09-05,식료,바닐라라떼(ICE),5
2021-09-05,식료,카페모카(HOT),2
2021-09-05,식료,카페모카(ICE),1
2021-09-05,식료,초코라떼(HOT),4
2021-09-05,식료,초코라떼(ICE),4
2021-09-05,식료,그린티라떼(ICE) ,1
2021-09-05,식료,흑당라떼(HOT),1
2021-09-05,식료,아이스티,5
2021-09-05,식료,자두주스(ICE),3
2021-09-05,식료,스위티자몽(HOT),3
2021-09-05,식료,스위티자몽(ICE),5
2021-09-05,식료,청포도주스(ICE),5
2021-09-05,식료,아메리카노(HOT),36
2021-09-05,식료,아메리카노(ICE),38
2021-09-06,식료,카페라떼(HOT),8
2021-09-06,식료,카페라떼(ICE),6
2021-09-06,식료,카푸치노(HOT),2
2021-09-06,식료,바닐라라떼(HOT),5
2021-09-06,식료,바닐라라떼(ICE),11
2021-09-06,식료,카페모카(HOT),3
2021-09-06,식료,초코라떼(HOT),1
2021-09-06,식료,초코라떼(ICE),1
2021-09-06,식료,그린티라떼(HOT) ,1
2021-09-06,식료,그린티라떼(ICE) ,1
2021-09-06,식료,흑당라떼(HOT),3
2021-09-06,식료,흑당라떼(ICE),3
2021-09-06,식료,아이스티,3
2021-09-06,식료,자두주스(ICE),2
2021-09-06,식료,스위티자몽(HOT),2
2021-09-06,식료,스위티자몽(ICE),3
2021-09-06,식료,청포도주스(ICE),3
2021-09-06,식료,아메리카노(HOT),22
2021-09-06,식료,아메리카노(ICE),23
2021-09-07,식료,카페라떼(HOT),5
2021-09-07,식료,카페라떼(ICE),5
2021-09-07,식료,카푸치노(HOT),3
2021-09-07,식료,바닐라라떼(HOT),5
2021-09-07,식료,바닐라라떼(ICE),2
2021-09-07,식료,카페모카(HOT),1
2021-09-07,식료,초코라떼(HOT),4
2021-09-07,식료,그린티라떼(HOT) ,1
2021-09-07,식료,그린티라떼(ICE) ,2
2021-09-07,식료,흑당라떼(HOT),1
2021-09-07,식료,흑당라떼(ICE),3
2021-09-07,식료,자두주스(ICE),1
2021-09-07,식료,스위티자몽(HOT),2
2021-09-07,식료,스위티자몽(ICE),1
2021-09-07,식료,청포도주스(ICE),3
2021-09-07,식료,아메리카노(HOT),38
2021-09-07,식료,아메리카노(ICE),30
2021-09-08,식료,카페라떼(HOT),4
2021-09-08,식료,카페라떼(ICE),3
2021-09-08,식료,바닐라라떼(HOT),3
2021-09-08,식료,바닐라라떼(ICE),1
2021-09-08,식료,카페모카(HOT),2
2021-09-08,식료,카페모카(ICE),3
2021-09-08,식료,초코라떼(HOT),2
2021-09-08,식료,그린티라떼(HOT) ,3
2021-09-08,식료,그린티라떼(ICE) ,1
2021-09-08,식료,흑당라떼(HOT),1
2021-09-08,식료,흑당라떼(ICE),1
2021-09-08,식료,아이스티,1
2021-09-08,식료,자두주스(ICE),2
2021-09-08,식료,스위티자몽(HOT),2
2021-09-08,식료,스위티자몽(ICE),1
2021-09-08,식료,청포도주스(ICE),8
2021-09-08,식료,아메리카노(HOT),29
2021-09-08,식료,아메리카노(ICE),31
2021-09-09,식료,카페라떼(HOT),1
2021-09-09,식료,카페라떼(ICE),4
2021-09-09,식료,바닐라라떼(HOT),2
2021-09-09,식료,카페모카(HOT),1
2021-09-09,식료,초코라떼(ICE),3
2021-09-09,식료,그린티라떼(HOT) ,1
2021-09-09,식료,그린티라떼(ICE) ,2
2021-09-09,식료,흑당라떼(ICE),1
2021-09-09,식료,아이스티,2
2021-09-09,식료,스위티자몽(HOT),2
2021-09-09,식료,스위티자몽(ICE),1
2021-09-09,식료,청포도주스(ICE),2
2021-09-09,식료,아메리카노(HOT),20
2021-09-09,식료,아메리카노(ICE),27
2021-09-10,식료,카페라떼(HOT),2
2021-09-10,식료,카페라떼(ICE),1
2021-09-10,식료,바닐라라떼(HOT),2
2021-09-10,식료,바닐라라떼(ICE),6
2021-09-10,식료,카페모카(HOT),4
2021-09-10,식료,초코라떼(HOT),3
2021-09-10,식료,초코라떼(ICE),2
2021-09-10,식료,그린티라떼(HOT) ,1
2021-09-10,식료,그린티라떼(ICE) ,1
2021-09-10,식료,흑당라떼(HOT),2
2021-09-10,식료,흑당라떼(ICE),2
2021-09-10,식료,아이스티,1
2021-09-10,식료,자두주스(ICE),3
2021-09-10,식료,스위티자몽(ICE),6
2021-09-10,식료,청포도주스(ICE),5
2021-09-10,식료,아메리카노(HOT),19
2021-09-10,식료,아메리카노(ICE),25
2021-09-11,식료,카페라떼(HOT),3
2021-09-11,식료,카페라떼(ICE),3
2021-09-11,식료,카푸치노(HOT),3
2021-09-11,식료,바닐라라떼(HOT),6
2021-09-11,식료,바닐라라떼(ICE),2
2021-09-11,식료,카페모카(HOT),1
2021-09-11,식료,카페모카(ICE),2
2021-09-11,식료,초코라떼(HOT),2
2021-09-11,식료,초코라떼(ICE),2
2021-09-11,식료,그린티라떼(ICE) ,1
2021-09-11,식료,흑당라떼(ICE),2
2021-09-11,식료,아이스티,2
2021-09-11,식료,자두주스(ICE),3
2021-09-11,식료,스위티자몽(HOT),3
2021-09-11,식료,스위티자몽(ICE),1
2021-09-11,식료,청포도주스(ICE),3
2021-09-11,식료,아메리카노(HOT),29
2021-09-11,식료,아메리카노(ICE),31
2021-09-12,식료,카페라떼(HOT),4
2021-09-12,식료,카페라떼(ICE),9
2021-09-12,식료,카푸치노(HOT),2
2021-09-12,식료,바닐라라떼(HOT),5
2021-09-12,식료,바닐라라떼(ICE),3
2021-09-12,식료,카페모카(HOT),2
2021-09-12,식료,카페모카(ICE),4
2021-09-12,식료,초코라떼(HOT),2
2021-09-12,식료,초코라떼(ICE),1
2021-09-12,식료,그린티라떼(HOT) ,5
2021-09-12,식료,그린티라떼(ICE) ,3
2021-09-12,식료,아이스티,3
2021-09-12,식료,자두주스(ICE),3
2021-09-12,식료,스위티자몽(HOT),1
2021-09-12,식료,스위티자몽(ICE),5
2021-09-12,식료,청포도주스(ICE),6
2021-09-12,식료,아메리카노(HOT),35
2021-09-12,식료,아메리카노(ICE),53
2021-09-13,식료,카페라떼(HOT),1
2021-09-13,식료,카페라떼(ICE),6
2021-09-13,식료,바닐라라떼(HOT),6
2021-09-13,식료,바닐라라떼(ICE),4
2021-09-13,식료,카페모카(HOT),3
2021-09-13,식료,카페모카(ICE),3
2021-09-13,식료,초코라떼(HOT),4
2021-09-13,식료,초코라떼(ICE),3
2021-09-13,식료,흑당라떼(ICE),1
2021-09-13,식료,아이스티,4
2021-09-13,식료,자두주스(ICE),2
2021-09-13,식료,스위티자몽(HOT),1
2021-09-13,식료,스위티자몽(ICE),3
2021-09-13,식료,청포도주스(ICE),3
2021-09-13,식료,아메리카노(HOT),22
2021-09-13,식료,아메리카노(ICE),32
2021-09-14,식료,카페라떼(HOT),3
2021-09-14,식료,카페라떼(ICE),3
2021-09-14,식료,바닐라라떼(HOT),6
2021-09-14,식료,바닐라라떼(ICE),2
2021-09-14,식료,카페모카(HOT),1
2021-09-14,식료,초코라떼(HOT),4
2021-09-14,식료,초코라떼(ICE),1
2021-09-14,식료,그린티라떼(HOT) ,1
2021-09-14,식료,흑당라떼(HOT),2
2021-09-14,식료,흑당라떼(ICE),1
2021-09-14,식료,자두주스(ICE),2
2021-09-14,식료,청포도주스(ICE),5
2021-09-14,식료,아메리카노(HOT),19
2021-09-14,식료,아메리카노(ICE),25
2021-09-15,식료,카페라떼(HOT),1
2021-09-15,식료,바닐라라떼(HOT),7
2021-09-15,식료,바닐라라떼(ICE),4
2021-09-15,식료,카페모카(HOT),1
2021-09-15,식료,초코라떼(ICE),4
2021-09-15,식료,그린티라떼(ICE) ,2
2021-09-15,식료,흑당라떼(HOT),1
2021-09-15,식료,흑당라떼(ICE),4
2021-09-15,식료,아이스티,4
2021-09-15,식료,자두주스(ICE),2
2021-09-15,식료,청포도주스(ICE),2
2021-09-15,식료,아메리카노(HOT),21
2021-09-15,식료,아메리카노(ICE),21
2021-09-16,식료,카페라떼(HOT),2
2021-09-16,식료,카페라떼(ICE),4
2021-09-16,식료,바닐라라떼(HOT),4
2021-09-16,식료,바닐라라떼(ICE),3
2021-09-16,식료,카페모카(HOT),2
2021-09-16,식료,카페모카(ICE),3
2021-09-16,식료,초코라떼(ICE),2
2021-09-16,식료,그린티라떼(ICE) ,1
2021-09-16,식료,흑당라떼(ICE),3
2021-09-16,식료,아이스티,3
2021-09-16,식료,자두주스(ICE),1
2021-09-16,식료,스위티자몽(HOT),1
2021-09-16,식료,청포도주스(ICE),5
2021-09-16,식료,아메리카노(HOT),25
2021-09-16,식료,아메리카노(ICE),25
2021-09-17,식료,카페라떼(HOT),2
2021-09-17,식료,카페라떼(ICE),1
2021-09-17,식료,카푸치노(HOT),1
2021-09-17,식료,바닐라라떼(HOT),5
2021-09-17,식료,바닐라라떼(ICE),5
2021-09-17,식료,카페모카(HOT),1
2021-09-17,식료,카페모카(ICE),1
2021-09-17,식료,초코라떼(HOT),2
2021-09-17,식료,초코라떼(ICE),2
2021-09-17,식료,그린티라떼(ICE) ,2
2021-09-17,식료,흑당라떼(ICE),1
2021-09-17,식료,아이스티,2
2021-09-17,식료,자두주스(ICE),2
2021-09-17,식료,스위티자몽(HOT),3
2021-09-17,식료,스위티자몽(ICE),1
2021-09-17,식료,청포도주스(ICE),3
2021-09-17,식료,아메리카노(HOT),21
2021-09-17,식료,아메리카노(ICE),29
2021-09-18,식료,카페라떼(HOT),9
2021-09-18,식료,카페라떼(ICE),6
2021-09-18,식료,카푸치노(HOT),2
2021-09-18,식료,바닐라라떼(HOT),10
2021-09-18,식료,바닐라라떼(ICE),7
2021-09-18,식료,카페모카(HOT),4
2021-09-18,식료,카페모카(ICE),4
2021-09-18,식료,초코라떼(HOT),4
2021-09-18,식료,그린티라떼(ICE) ,3
2021-09-18,식료,흑당라떼(HOT),3
2021-09-18,식료,흑당라떼(ICE),2
2021-09-18,식료,아이스티,5
